Lead Number,Type of Ad Seen
596284,Not Applicable
596283,Not Applicable
596282,Not Applicable
596280,Not Applicable
596270,Not Applicable
596254,Not Applicable
596243,Not Applicable
596233,Not Applicable
596198,Not Applicable
596193,Not Applicable
596177,Not Applicable
596174,Not Applicable
596170,Not Applicable
596168,Not Applicable
596164,Not Applicable
596160,Not Applicable
596153,Not Applicable
596150,Not Applicable
596142,Not Applicable
596128,Not Applicable
596113,Not Applicable
596104,Not Applicable
596069,Not Applicable
596064,Not Applicable
596060,Not Applicable
596057,Not Applicable
596054,Not Applicable
596035,Not Applicable
596023,Not Applicable
596017,Not Applicable
596007,Not Applicable
596002,Not Applicable
596001,Not Applicable
595996,Not Applicable
595988,Not Applicable
595985,Not Applicable
595983,Not Applicable
595973,Not Applicable
595972,Not Applicable
595970,Not Applicable
595962,Not Applicable
595952,Not Applicable
595949,Not Applicable
595948,Not Applicable
595945,Not Applicable
595913,Not Applicable
595906,Not Applicable
595903,Not Applicable
595902,Not Applicable
595888,Not Applicable
595881,Not Applicable
595872,Not Applicable
595865,Not Applicable
595853,Not Applicable
595852,Not Applicable
595846,Not Applicable
595840,Not Applicable
595834,Not Applicable
595825,Not Applicable
595811,Not Applicable
595810,Not Applicable
595801,Not Applicable
595799,Not Applicable
595797,Not Applicable
595777,Not Applicable
595776,Not Applicable
595775,Not Applicable
595774,Not Applicable
595769,Not Applicable
595759,Not Applicable
595756,Not Applicable
595743,Not Applicable
595739,Not Applicable
595732,Not Applicable
595730,Not Applicable
595728,Not Applicable
595724,Not Applicable
595720,Not Applicable
595717,Not Applicable
595712,Not Applicable
595710,Not Applicable
595703,Not Applicable
595702,Not Applicable
595701,Not Applicable
595690,Not Applicable
595681,Not Applicable
595656,Not Applicable
595645,Not Applicable
595632,Not Applicable
595623,Not Applicable
595620,Not Applicable
595619,Not Applicable
595608,Not Applicable
595607,Not Applicable
595604,Not Applicable
595602,Not Applicable
595596,Not Applicable
595589,Not Applicable
595576,Not Applicable
595571,Not Applicable
595564,Not Applicable
595555,Not Applicable
595524,Not Applicable
595520,Not Applicable
595517,Not Applicable
595511,Not Applicable
595498,Not Applicable
595488,Not Applicable
595473,Not Applicable
595464,Not Applicable
595450,Not Applicable
595422,Not Applicable
595414,Not Applicable
595413,Not Applicable
595399,Not Applicable
595392,Not Applicable
595388,Not Applicable
595387,Not Applicable
595359,Not Applicable
595322,Not Applicable
595294,Not Applicable
595269,Not Applicable
595263,Not Applicable
595253,Not Applicable
595249,Not Applicable
595243,Not Applicable
595237,Not Applicable
595230,Not Applicable
595223,Not Applicable
595222,Not Applicable
595214,Not Applicable
595209,Not Applicable
595189,Not Applicable
595182,Not Applicable
595178,Not Applicable
595176,Not Applicable
595167,Not Applicable
595151,Not Applicable
595147,Not Applicable
595141,Not Applicable
595137,Not Applicable
595135,Not Applicable
595086,Not Applicable
595075,Not Applicable
595073,Not Applicable
595060,Not Applicable
595041,Not Applicable
595012,Not Applicable
595003,Not Applicable
594984,Not Applicable
594978,Not Applicable
594967,Not Applicable
594964,Not Applicable
594961,Not Applicable
594949,Not Applicable
594942,Not Applicable
594938,Not Applicable
594937,Not Applicable
594936,Not Applicable
594933,Not Applicable
594919,Not Applicable
594910,Not Applicable
594884,Not Applicable
594881,Not Applicable
594875,Not Applicable
594858,Not Applicable
594854,Not Applicable
594849,Not Applicable
594848,Not Applicable
594837,Not Applicable
594833,Not Applicable
594803,Not Applicable
594796,Not Applicable
594789,Not Applicable
594786,Not Applicable
594775,Not Applicable
594771,Not Applicable
594769,Not Applicable
594761,Not Applicable
594758,Not Applicable
594757,Not Applicable
594744,Not Applicable
594743,Not Applicable
594733,Not Applicable
594718,Not Applicable
594705,Digital Advertisement
594700,Not Applicable
594698,Not Applicable
594696,Not Applicable
594686,Not Applicable
594679,Not Applicable
594671,Not Applicable
594655,Not Applicable
594650,Not Applicable
594647,Not Applicable
594646,Not Applicable
594641,Not Applicable
594636,Not Applicable
594630,Not Applicable
594622,Not Applicable
594617,Not Applicable
594596,Not Applicable
594594,Not Applicable
594589,Not Applicable
594584,Not Applicable
594569,Not Applicable
594568,Not Applicable
594553,Not Applicable
594547,Not Applicable
594532,Not Applicable
594531,Not Applicable
594523,Not Applicable
594521,Not Applicable
594506,Not Applicable
594504,Not Applicable
594496,Not Applicable
594486,Not Applicable
594482,Not Applicable
594464,Not Applicable
594456,Not Applicable
594447,Not Applicable
594428,Not Applicable
594411,Not Applicable
594407,Not Applicable
594406,Not Applicable
594404,Not Applicable
594400,Not Applicable
594393,Not Applicable
594387,Not Applicable
594381,Not Applicable
594377,Not Applicable
594374,Not Applicable
594369,Not Applicable
594367,Not Applicable
594366,Not Applicable
594361,Not Applicable
594343,Not Applicable
594334,Not Applicable
594329,Not Applicable
594301,Not Applicable
585822,Search
594241,Not Applicable
594221,Not Applicable
594222,Not Applicable
594218,Not Applicable
594179,Not Applicable
594161,Not Applicable
594160,Not Applicable
594150,Not Applicable
594137,Not Applicable
594128,Not Applicable
594120,Not Applicable
594111,Not Applicable
594108,Not Applicable
594106,Not Applicable
594102,Not Applicable
594089,Not Applicable
594083,Not Applicable
594072,Not Applicable
594063,Not Applicable
594057,Not Applicable
594049,Not Applicable
594048,Not Applicable
594041,Not Applicable
594038,Not Applicable
594037,Not Applicable
594035,Not Applicable
594031,Not Applicable
594029,Not Applicable
594024,Not Applicable
594010,Not Applicable
594003,Not Applicable
593999,Not Applicable
593992,Not Applicable
593990,Not Applicable
593985,Not Applicable
593980,Not Applicable
593977,Not Applicable
593968,Not Applicable
593962,Not Applicable
593961,Not Applicable
593953,Not Applicable
593946,Not Applicable
593945,Not Applicable
593929,Not Applicable
593916,Not Applicable
593913,Not Applicable
593909,Not Applicable
593891,Not Applicable
593876,Not Applicable
593872,Not Applicable
593868,Not Applicable
593866,Not Applicable
593865,Not Applicable
593864,Not Applicable
593860,Not Applicable
593857,Not Applicable
593852,Not Applicable
593850,Not Applicable
593834,Not Applicable
593831,Not Applicable
593828,Not Applicable
593829,Not Applicable
593827,Not Applicable
593824,Not Applicable
593818,Not Applicable
593816,Not Applicable
593806,Not Applicable
593802,Not Applicable
593801,Not Applicable
593795,Not Applicable
593790,Not Applicable
593789,Not Applicable
593786,Not Applicable
593781,Not Applicable
593767,Not Applicable
593765,Not Applicable
593761,Not Applicable
593710,Not Applicable
593701,Not Applicable
593680,Not Applicable
593671,Not Applicable
593665,Not Applicable
593658,Not Applicable
593651,Not Applicable
593625,Not Applicable
593596,Not Applicable
593570,Not Applicable
593560,Not Applicable
593559,Not Applicable
593555,Not Applicable
593551,Not Applicable
593523,Not Applicable
593516,Not Applicable
593504,Not Applicable
593502,Not Applicable
593498,Not Applicable
593482,Not Applicable
593476,Not Applicable
593446,Not Applicable
593445,Not Applicable
593438,Not Applicable
593436,Not Applicable
593433,Not Applicable
593432,Not Applicable
593410,Not Applicable
593407,Not Applicable
593400,Not Applicable
593398,Not Applicable
593392,Not Applicable
593376,Not Applicable
593374,Not Applicable
593369,Not Applicable
593368,Not Applicable
593359,Not Applicable
593352,Not Applicable
593339,Not Applicable
593336,Not Applicable
593325,Not Applicable
593315,Not Applicable
593314,Not Applicable
593309,Not Applicable
593306,Not Applicable
593305,Not Applicable
593297,Not Applicable
593292,Not Applicable
593282,Not Applicable
593260,Not Applicable
593227,Not Applicable
593222,Not Applicable
593220,Not Applicable
593211,Not Applicable
593208,Not Applicable
593206,Not Applicable
593203,Not Applicable
593201,Not Applicable
593169,Not Applicable
593130,Not Applicable
593125,Not Applicable
593124,Not Applicable
593122,Not Applicable
593121,Not Applicable
593119,Not Applicable
593112,Not Applicable
593100,Not Applicable
593095,Not Applicable
593093,Not Applicable
593090,Not Applicable
593086,Not Applicable
593083,Not Applicable
593071,Not Applicable
593069,Not Applicable
593063,Not Applicable
593058,Not Applicable
593057,Not Applicable
593056,Not Applicable
593051,Not Applicable
593049,Not Applicable
593040,Not Applicable
593025,Not Applicable
593019,Not Applicable
593016,Not Applicable
593014,Not Applicable
592991,Not Applicable
592990,Not Applicable
592987,Not Applicable
592984,Not Applicable
592978,Not Applicable
592974,Not Applicable
592959,Not Applicable
592940,Not Applicable
592929,Not Applicable
592928,Not Applicable
592895,Not Applicable
592892,Not Applicable
592888,Not Applicable
592885,Not Applicable
592880,Not Applicable
592869,Not Applicable
592867,Not Applicable
592866,Not Applicable
592857,Not Applicable
585811,Search
592851,Not Applicable
592835,Not Applicable
592824,Not Applicable
592812,Not Applicable
592807,Not Applicable
592802,Not Applicable
592796,Not Applicable
592792,Not Applicable
592786,Not Applicable
592785,Not Applicable
592783,Not Applicable
592781,Not Applicable
592777,Not Applicable
592773,Not Applicable
592772,Not Applicable
592749,Not Applicable
592745,Not Applicable
592740,Not Applicable
592736,Not Applicable
592734,Not Applicable
592731,Not Applicable
592728,Not Applicable
592726,Not Applicable
592725,Not Applicable
592711,Not Applicable
592704,Not Applicable
592698,Not Applicable
592694,Not Applicable
592692,Not Applicable
592690,Not Applicable
592684,Not Applicable
592683,Not Applicable
592678,Not Applicable
592676,Not Applicable
592667,Not Applicable
592664,Not Applicable
592657,Not Applicable
592654,Not Applicable
592650,Not Applicable
592648,Not Applicable
592638,Not Applicable
592628,Not Applicable
592625,Not Applicable
592608,Not Applicable
592599,Not Applicable
592598,Not Applicable
592597,Not Applicable
592591,Not Applicable
592590,Not Applicable
592589,Not Applicable
592566,Not Applicable
592563,Not Applicable
592556,Not Applicable
592552,Not Applicable
592530,Not Applicable
592525,Not Applicable
592524,Not Applicable
592518,Not Applicable
592511,Not Applicable
592510,Not Applicable
592505,Not Applicable
592500,Not Applicable
592497,Not Applicable
592484,Not Applicable
592449,Not Applicable
592446,Not Applicable
592439,Not Applicable
592438,Not Applicable
592427,Not Applicable
592426,Not Applicable
592425,Not Applicable
592424,Not Applicable
592422,Not Applicable
592418,Not Applicable
592415,Not Applicable
592414,Not Applicable
592413,Not Applicable
592408,Not Applicable
592407,Not Applicable
592406,Not Applicable
592405,Not Applicable
592399,Not Applicable
592393,Not Applicable
592384,Not Applicable
592374,Not Applicable
592372,Not Applicable
592370,Not Applicable
592358,Not Applicable
592354,Not Applicable
592353,Not Applicable
592345,Not Applicable
592343,Not Applicable
592340,Not Applicable
592337,Not Applicable
592334,Not Applicable
592321,Not Applicable
592317,Not Applicable
592316,Not Applicable
592314,Not Applicable
592307,Not Applicable
592306,Not Applicable
592297,Not Applicable
592289,Not Applicable
592244,Not Applicable
592240,Not Applicable
592231,Not Applicable
592219,Not Applicable
592218,Not Applicable
592209,Not Applicable
592208,Not Applicable
592207,Not Applicable
592201,Not Applicable
592198,Not Applicable
592174,Not Applicable
592170,Not Applicable
592165,Not Applicable
592160,Not Applicable
592136,Not Applicable
592130,Not Applicable
592122,Not Applicable
592113,Not Applicable
592101,Not Applicable
592100,Not Applicable
592087,Not Applicable
592040,Not Applicable
592031,Not Applicable
592016,Not Applicable
592015,Not Applicable
592012,Not Applicable
592004,Not Applicable
591990,Not Applicable
591983,Not Applicable
591979,Not Applicable
591978,Not Applicable
591977,Not Applicable
591970,Not Applicable
591968,Not Applicable
591960,Not Applicable
591937,Not Applicable
591933,Not Applicable
591928,Not Applicable
591923,Not Applicable
591909,Not Applicable
591908,Not Applicable
591899,Not Applicable
591894,Not Applicable
591888,Not Applicable
591848,Not Applicable
591837,Not Applicable
591835,Not Applicable
591832,Not Applicable
591831,Not Applicable
591826,Not Applicable
591823,Not Applicable
591818,Not Applicable
591812,Not Applicable
591807,Not Applicable
591805,Not Applicable
591797,Not Applicable
591793,Not Applicable
591788,Not Applicable
591786,Not Applicable
591765,Not Applicable
591762,Not Applicable
591760,Not Applicable
591756,Not Applicable
591747,Not Applicable
591739,Not Applicable
591722,Not Applicable
591718,Not Applicable
591717,Not Applicable
591705,Not Applicable
591703,Not Applicable
591695,Not Applicable
591694,Not Applicable
591689,Not Applicable
591687,Not Applicable
591682,Not Applicable
591675,Not Applicable
591662,Not Applicable
591659,Not Applicable
591657,Not Applicable
591654,Not Applicable
591651,Not Applicable
591648,Not Applicable
591639,Not Applicable
591622,Not Applicable
591620,Not Applicable
591612,Not Applicable
591606,Not Applicable
591605,Not Applicable
591603,Not Applicable
591602,Not Applicable
591598,Not Applicable
591597,Not Applicable
591596,Not Applicable
591572,Not Applicable
591570,Not Applicable
591552,Not Applicable
591549,Not Applicable
591543,Not Applicable
591536,Not Applicable
591535,Not Applicable
591532,Not Applicable
591531,Not Applicable
591530,Not Applicable
591526,Not Applicable
591522,Not Applicable
591521,Not Applicable
591509,Not Applicable
591492,Not Applicable
591485,Not Applicable
591474,Not Applicable
591473,Not Applicable
591471,Not Applicable
591465,Not Applicable
591464,Not Applicable
591462,Not Applicable
591460,Not Applicable
591446,Not Applicable
591443,Not Applicable
591442,Not Applicable
591439,Not Applicable
591435,Not Applicable
591432,Not Applicable
591428,Not Applicable
591425,Not Applicable
591423,Not Applicable
591418,Not Applicable
591417,Not Applicable
591415,Not Applicable
591406,Not Applicable
591399,Not Applicable
591398,Not Applicable
591393,Not Applicable
591390,Not Applicable
591384,Not Applicable
591382,Not Applicable
591380,Not Applicable
591366,Not Applicable
591360,Not Applicable
591354,Not Applicable
591346,Not Applicable
591340,Not Applicable
591333,Not Applicable
591325,Not Applicable
591323,Not Applicable
591317,Not Applicable
591315,Not Applicable
591313,Not Applicable
591301,Not Applicable
591282,Not Applicable
591263,Not Applicable
591261,Not Applicable
591233,Not Applicable
591226,Not Applicable
591225,Not Applicable
591219,Not Applicable
591215,Not Applicable
591204,Not Applicable
591202,Not Applicable
591199,Not Applicable
591197,Not Applicable
591161,Not Applicable
591160,Not Applicable
591151,Not Applicable
591148,Not Applicable
591141,Not Applicable
591132,Not Applicable
591122,Not Applicable
591120,Not Applicable
591116,Not Applicable
591109,Not Applicable
591108,Not Applicable
591106,Not Applicable
591098,Not Applicable
591094,Not Applicable
591077,Not Applicable
591076,Not Applicable
591072,Not Applicable
591071,Not Applicable
591065,Not Applicable
591057,Not Applicable
591050,Not Applicable
591037,Not Applicable
591031,Not Applicable
591029,Not Applicable
591022,Not Applicable
591013,Not Applicable
590993,Not Applicable
590977,Not Applicable
590971,Not Applicable
590969,Not Applicable
590954,Not Applicable
590951,Not Applicable
590945,Not Applicable
590944,Not Applicable
590935,Not Applicable
590929,Not Applicable
590924,Not Applicable
590922,Not Applicable
590921,Not Applicable
590918,Not Applicable
590917,Not Applicable
590914,Not Applicable
590900,Not Applicable
590882,Not Applicable
590880,Not Applicable
590849,Not Applicable
590847,Not Applicable
590845,Not Applicable
590832,Not Applicable
590830,Not Applicable
590817,Not Applicable
590805,Not Applicable
590804,Not Applicable
590799,Not Applicable
590794,Not Applicable
590782,Not Applicable
590780,Not Applicable
590775,Not Applicable
590757,Not Applicable
590747,Not Applicable
590742,Not Applicable
590739,Not Applicable
590733,Not Applicable
590729,Not Applicable
590717,Not Applicable
590716,Not Applicable
590711,Not Applicable
590705,Not Applicable
590700,Not Applicable
590690,Not Applicable
590689,Not Applicable
590686,Not Applicable
590682,Not Applicable
590676,Not Applicable
590673,Not Applicable
590668,Not Applicable
590656,Not Applicable
590626,Not Applicable
590623,Not Applicable
590620,Not Applicable
590614,Not Applicable
590608,Not Applicable
590607,Not Applicable
590600,Not Applicable
590596,Not Applicable
590595,Not Applicable
590592,Not Applicable
590588,Not Applicable
590582,Not Applicable
590580,Not Applicable
590578,Not Applicable
590559,Not Applicable
590549,Not Applicable
590545,Not Applicable
590543,Not Applicable
590527,Not Applicable
590526,Not Applicable
590521,Not Applicable
590504,Not Applicable
590478,Not Applicable
590474,Not Applicable
590469,Not Applicable
590460,Not Applicable
590425,Not Applicable
590421,Not Applicable
590417,Not Applicable
590414,Not Applicable
590404,Not Applicable
590389,Not Applicable
590388,Not Applicable
590371,Not Applicable
590360,Not Applicable
590359,Not Applicable
590357,Not Applicable
590347,Not Applicable
590341,Not Applicable
590337,Not Applicable
590326,Not Applicable
590318,Not Applicable
590313,Not Applicable
590308,Not Applicable
590304,Not Applicable
590302,Not Applicable
590298,Not Applicable
590295,Not Applicable
590281,Not Applicable
590263,Not Applicable
590261,Not Applicable
590250,Not Applicable
590247,Not Applicable
590239,Not Applicable
590238,Not Applicable
590222,Not Applicable
590200,Not Applicable
590195,Not Applicable
590182,Not Applicable
590176,Not Applicable
590171,Not Applicable
590168,Not Applicable
590167,Not Applicable
590156,Not Applicable
590154,Not Applicable
590153,Not Applicable
590140,Not Applicable
590134,Not Applicable
590119,Not Applicable
590115,Not Applicable
590108,Not Applicable
590107,Not Applicable
590099,Not Applicable
590095,Not Applicable
590089,Not Applicable
590082,Not Applicable
590078,Not Applicable
590066,Not Applicable
590065,Not Applicable
590061,Not Applicable
590059,Not Applicable
590049,Not Applicable
590031,Not Applicable
590004,Not Applicable
590001,Not Applicable
589996,Not Applicable
589992,Not Applicable
589957,Not Applicable
589955,Not Applicable
589943,Not Applicable
589941,Not Applicable
589932,Not Applicable
589914,Not Applicable
589885,Not Applicable
589874,Not Applicable
589866,Not Applicable
589858,Not Applicable
589850,Not Applicable
589847,Not Applicable
589846,Not Applicable
589845,Not Applicable
589816,Not Applicable
589807,Not Applicable
589803,Not Applicable
589802,Not Applicable
589789,Not Applicable
589781,Not Applicable
589766,Not Applicable
589758,Not Applicable
589754,Not Applicable
589739,Not Applicable
589735,Not Applicable
589732,Not Applicable
589731,Not Applicable
589730,Not Applicable
589724,Not Applicable
589704,Not Applicable
589699,Not Applicable
589696,Not Applicable
589672,Not Applicable
589663,Not Applicable
589656,Not Applicable
589653,Not Applicable
589639,Not Applicable
589632,Not Applicable
589611,Not Applicable
589598,Not Applicable
589595,Not Applicable
589594,Not Applicable
589591,Not Applicable
589584,Not Applicable
589580,Not Applicable
589573,Not Applicable
589558,Not Applicable
589546,Not Applicable
589544,Not Applicable
589539,Not Applicable
589528,Not Applicable
589518,Not Applicable
589512,Not Applicable
589511,Not Applicable
589488,Not Applicable
589478,Not Applicable
589476,Not Applicable
589466,Not Applicable
589462,Not Applicable
589457,Not Applicable
589453,Not Applicable
589450,Not Applicable
589447,Not Applicable
589441,Not Applicable
589439,Not Applicable
589437,Not Applicable
589435,Not Applicable
589424,Not Applicable
589422,Not Applicable
589413,Not Applicable
589404,Not Applicable
589402,Not Applicable
589398,Not Applicable
589395,Not Applicable
589390,Not Applicable
589387,Not Applicable
589377,Not Applicable
589356,Not Applicable
589355,Not Applicable
589352,Not Applicable
589351,Not Applicable
589346,Not Applicable
589340,Not Applicable
589334,Not Applicable
589314,Not Applicable
589313,Not Applicable
589309,Not Applicable
589308,Not Applicable
589305,Not Applicable
589299,Not Applicable
589296,Not Applicable
589287,Not Applicable
589266,Not Applicable
589246,Not Applicable
589238,Not Applicable
589233,Not Applicable
589227,Not Applicable
589223,Not Applicable
589220,Not Applicable
589194,Not Applicable
589192,Not Applicable
589162,Not Applicable
589157,Not Applicable
589150,Not Applicable
589146,Not Applicable
589142,Not Applicable
589123,Not Applicable
589116,Not Applicable
589114,Not Applicable
589085,Not Applicable
589083,Not Applicable
589077,Not Applicable
589061,Not Applicable
589049,Not Applicable
589048,Not Applicable
589047,Not Applicable
589040,Not Applicable
589038,Not Applicable
589033,Not Applicable
589021,Not Applicable
589010,Not Applicable
589007,Not Applicable
589006,Not Applicable
589001,Not Applicable
588995,Not Applicable
588994,Not Applicable
588993,Not Applicable
588992,Not Applicable
588990,Not Applicable
588963,Not Applicable
588939,Not Applicable
588935,Not Applicable
588932,Not Applicable
588921,Not Applicable
588912,Not Applicable
588908,Not Applicable
588899,Not Applicable
588886,Not Applicable
588884,Not Applicable
588879,Not Applicable
588877,Not Applicable
588876,Not Applicable
588873,Not Applicable
588870,Not Applicable
588865,Not Applicable
588860,Not Applicable
588857,Not Applicable
588850,Not Applicable
588844,Not Applicable
588843,Not Applicable
588838,Not Applicable
588834,Not Applicable
588832,Not Applicable
588820,Not Applicable
588806,Not Applicable
588802,Not Applicable
588797,Not Applicable
588794,Not Applicable
588783,Not Applicable
588778,Not Applicable
588779,Not Applicable
588753,Not Applicable
588751,Not Applicable
588746,Not Applicable
588740,Not Applicable
588721,Not Applicable
588718,Not Applicable
588715,Not Applicable
588711,Not Applicable
588705,Not Applicable
588696,Not Applicable
588691,Not Applicable
588689,Not Applicable
588682,Not Applicable
588677,Not Applicable
588664,Not Applicable
588662,Not Applicable
588657,Not Applicable
588646,Not Applicable
588641,Not Applicable
588636,Not Applicable
588631,Not Applicable
588625,Not Applicable
588619,Not Applicable
588618,Not Applicable
588606,Not Applicable
588605,Not Applicable
588601,Not Applicable
588589,Not Applicable
588573,Not Applicable
588569,Not Applicable
588567,Not Applicable
588564,Not Applicable
588554,Not Applicable
588553,Not Applicable
588546,Not Applicable
588534,Not Applicable
588519,Not Applicable
588514,Not Applicable
588500,Not Applicable
588485,Not Applicable
588479,Not Applicable
588474,Not Applicable
588458,Not Applicable
588449,Not Applicable
588437,Not Applicable
588435,Not Applicable
588401,Not Applicable
588395,Not Applicable
588391,Not Applicable
588381,Not Applicable
588369,Not Applicable
588327,Not Applicable
588319,Not Applicable
588317,Not Applicable
588310,Not Applicable
588291,Not Applicable
588279,Not Applicable
588271,Not Applicable
588264,Not Applicable
588255,Not Applicable
588240,Not Applicable
588238,Not Applicable
588222,Not Applicable
588212,Not Applicable
588209,Not Applicable
588203,Not Applicable
588197,Not Applicable
588195,Not Applicable
588188,Not Applicable
588185,Not Applicable
588182,Not Applicable
588179,Not Applicable
588170,Not Applicable
588165,Not Applicable
588160,Not Applicable
588159,Not Applicable
588158,Not Applicable
588144,Not Applicable
588143,Not Applicable
588140,Not Applicable
588139,Not Applicable
588132,Not Applicable
588131,Not Applicable
588126,Not Applicable
588124,Not Applicable
588115,Not Applicable
588111,Not Applicable
588107,Not Applicable
588106,Not Applicable
588104,Not Applicable
588102,Not Applicable
588097,Not Applicable
588096,Not Applicable
588094,Not Applicable
588093,Not Applicable
588088,Not Applicable
588076,Not Applicable
588075,Not Applicable
588073,Not Applicable
588070,Not Applicable
588069,Not Applicable
588065,Not Applicable
588064,Not Applicable
588061,Not Applicable
588058,Not Applicable
588051,Not Applicable
588048,Not Applicable
588040,Not Applicable
588037,Not Applicable
588035,Not Applicable
588029,Not Applicable
588025,Not Applicable
588024,Not Applicable
588021,Not Applicable
588019,Not Applicable
588013,Not Applicable
588011,Not Applicable
588009,Not Applicable
588008,Not Applicable
588007,Not Applicable
588006,Not Applicable
588005,Not Applicable
588003,Not Applicable
588001,Not Applicable
588000,Not Applicable
587996,Not Applicable
587995,Not Applicable
587991,Not Applicable
587986,Not Applicable
587985,Not Applicable
587979,Not Applicable
587973,Not Applicable
587970,Not Applicable
587968,Not Applicable
587955,Not Applicable
587953,Not Applicable
587950,Not Applicable
587944,Not Applicable
587940,Not Applicable
587928,Not Applicable
587918,Not Applicable
587916,Not Applicable
587910,Not Applicable
587907,Not Applicable
587905,Not Applicable
587903,Not Applicable
587894,Not Applicable
587890,Not Applicable
587889,Not Applicable
587887,Not Applicable
587886,Not Applicable
587883,Not Applicable
587880,Not Applicable
587876,Not Applicable
587853,Not Applicable
587836,Not Applicable
587827,Not Applicable
587808,Not Applicable
587803,Not Applicable
587802,Not Applicable
587795,Not Applicable
587786,Not Applicable
587781,Not Applicable
587777,Not Applicable
587760,Not Applicable
587753,Not Applicable
587752,Not Applicable
587719,Not Applicable
587710,Not Applicable
587703,Not Applicable
587702,Not Applicable
587699,Not Applicable
587683,Not Applicable
587671,Not Applicable
587667,Not Applicable
587649,Not Applicable
587640,Not Applicable
587629,Not Applicable
587616,Not Applicable
587596,Not Applicable
587586,Not Applicable
587577,Not Applicable
587569,Not Applicable
587564,Not Applicable
587560,Not Applicable
587559,Not Applicable
587543,Not Applicable
587535,Not Applicable
587534,Not Applicable
587530,Not Applicable
587520,Not Applicable
587507,Not Applicable
587500,Not Applicable
587499,Not Applicable
587496,Not Applicable
587495,Not Applicable
587487,Not Applicable
587486,Not Applicable
587484,Not Applicable
587481,Not Applicable
587477,Not Applicable
587476,Not Applicable
587472,Not Applicable
587471,Not Applicable
587458,Not Applicable
587430,Not Applicable
587422,Not Applicable
587418,Not Applicable
587414,Not Applicable
587412,Not Applicable
587409,Not Applicable
587404,Not Applicable
587403,Not Applicable
587396,Not Applicable
587395,Not Applicable
587392,Not Applicable
587391,Not Applicable
587384,Not Applicable
587378,Not Applicable
587376,Not Applicable
587366,Not Applicable
587365,Not Applicable
587357,Not Applicable
587356,Not Applicable
587348,Not Applicable
587341,Not Applicable
587329,Not Applicable
587323,Not Applicable
587320,Not Applicable
587314,Not Applicable
587310,Not Applicable
587309,Not Applicable
587308,Not Applicable
587303,Not Applicable
587293,Not Applicable
587286,Not Applicable
587284,Not Applicable
587277,Not Applicable
587261,Not Applicable
587260,Not Applicable
587259,Not Applicable
587258,Not Applicable
587252,Not Applicable
587249,Not Applicable
587247,Not Applicable
587243,Not Applicable
587238,Not Applicable
587225,Not Applicable
587218,Not Applicable
587205,Not Applicable
587204,Not Applicable
587160,Not Applicable
587155,Not Applicable
587146,Not Applicable
587135,Not Applicable
587131,Not Applicable
587130,Not Applicable
587128,Not Applicable
587108,Not Applicable
587105,Not Applicable
587103,Not Applicable
587099,Not Applicable
587094,Not Applicable
587089,Not Applicable
587083,Not Applicable
587079,Not Applicable
587059,Not Applicable
587053,Not Applicable
587046,Not Applicable
587045,Not Applicable
587043,Not Applicable
587040,Not Applicable
587032,Not Applicable
587028,Not Applicable
587019,Not Applicable
587010,Not Applicable
586987,Not Applicable
586948,Not Applicable
586930,Not Applicable
586917,Not Applicable
586896,Not Applicable
586883,Not Applicable
586870,Not Applicable
586864,Not Applicable
586857,Not Applicable
586854,Not Applicable
586850,Not Applicable
586843,Not Applicable
586837,Not Applicable
586836,Not Applicable
586835,Not Applicable
586828,Not Applicable
586827,Not Applicable
586820,Not Applicable
586806,Not Applicable
586802,Not Applicable
586799,Not Applicable
586780,Not Applicable
586776,Not Applicable
586771,Not Applicable
586770,Not Applicable
586758,Not Applicable
586757,Not Applicable
586726,Not Applicable
586710,Not Applicable
586709,Not Applicable
586705,Not Applicable
586701,Not Applicable
586693,Not Applicable
586680,Not Applicable
586678,Not Applicable
586673,Not Applicable
586658,Not Applicable
586652,Not Applicable
586641,Not Applicable
586640,Not Applicable
586638,Not Applicable
586634,Not Applicable
586633,Not Applicable
586631,Not Applicable
586629,Not Applicable
586622,Not Applicable
586613,Not Applicable
586595,Not Applicable
586593,Not Applicable
586577,Not Applicable
586563,Not Applicable
586552,Not Applicable
586550,Not Applicable
586544,Not Applicable
586542,Not Applicable
586524,Not Applicable
586521,Not Applicable
586511,Not Applicable
586496,Not Applicable
586483,Not Applicable
586455,Not Applicable
586447,Not Applicable
586443,Not Applicable
586427,Not Applicable
586414,Not Applicable
586401,Not Applicable
586397,Not Applicable
586394,Not Applicable
586393,Not Applicable
586388,Not Applicable
586385,Not Applicable
586377,Not Applicable
586364,Not Applicable
586362,Not Applicable
586359,Not Applicable
586357,Not Applicable
586353,Not Applicable
586351,Not Applicable
586349,Not Applicable
586345,Not Applicable
586343,Not Applicable
586331,Not Applicable
586326,Not Applicable
586323,Not Applicable
586315,Not Applicable
586308,Not Applicable
586307,Not Applicable
586296,Not Applicable
586293,Not Applicable
586292,Not Applicable
586285,Not Applicable
586259,Not Applicable
586254,Not Applicable
586246,Not Applicable
586245,Not Applicable
586241,Not Applicable
586237,Not Applicable
586222,Not Applicable
586221,Not Applicable
586199,Not Applicable
586194,Not Applicable
586175,Not Applicable
586173,Not Applicable
586167,Not Applicable
586158,Not Applicable
586156,Not Applicable
586148,Not Applicable
586145,Not Applicable
586139,Not Applicable
586138,Not Applicable
586124,Not Applicable
586109,Not Applicable
